gene	product	Total_all	8h_all	10h_all	12h_all	14h_all	16h_all	18h_all	20h_all	Total_fimo	8h_fimo	10h_fimo	12h_fimo	14h_fimo	16h_fimo	18h_fimo	20h_fimo	Total_pred	8h_pred	10h_pred	12h_pred	14h_pred	16h_pred	18h_pred	20h_pred	Total_chip	8h_chip	10h_chip	12h_chip	14h_chip	16h_chip	18h_chip	20h_chip
"SVEN_1338"	"hypothetical protein"	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1
"SVEN_3050"	"Glycosyl transferase%2C group 2 family protein"	7	1	0	0	0	2	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	2	4	1	0	0	0	1	0	2
"SVEN_4928"	"hypothetical protein"	7	0	0	0	2	1	2	2	0	0	0	0	0	0	0	0	7	0	0	0	2	1	2	2	0	0	0	0	0	0	0	0
"SVEN_6110"	"Allantoinase"	7	0	1	2	0	0	2	2	0	0	0	0	0	0	0	0	7	0	1	2	0	0	2	2	0	0	0	0	0	0	0	0
"SVEN_3580"	"putative hydrolase"	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1
"SVEN_3971"	"putative integral membrane protein"	7	0	0	0	1	1	3	2	1	0	0	0	0	0	1	0	6	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0
"SVEN_5525"	"putative glycosyltransferase"	7	0	0	2	2	1	0	2	0	0	0	0	0	0	0	0	7	0	0	2	2	1	0	2	0	0	0	0	0	0	0	0
"SVEN_3212"	"hypothetical protein"	7	0	0	0	2	0	3	2	1	0	0	0	0	0	1	0	6	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0
"SVEN_3022"	"putative membrane protein"	6	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	2	2	0	0	0	0	0	1	1
"SVEN_4651"	"putative small membrane protein"	6	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	1	3	0	0	0	0	1	1	1
"SVEN_2982"	"hypothetical protein"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_5572"	"Methylmalonate-semialdehyde dehydrogenase"	6	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	1	0	1	1	1
"SVEN_4173"	"Lead%2C cadmium%2C zinc and mercury transporting ATPase %3B Copper-translocating P-type ATPase"	6	0	1	0	2	1	0	2	0	0	0	0	0	0	0	0	6	0	1	0	2	1	0	2	0	0	0	0	0	0	0	0
"SVEN_1353"	"Chitin binding protein"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_1341"	"glycosyltransferase"	6	0	0	0	0	1	3	2	1	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1	3	0	0	0	0	1	1	1
"SVEN_1462"	"secreted subtilisin protease"	6	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	1	3	0	0	0	0	1	1	1
"SVEN_4084"	"Adenosylhomocysteinase"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_0946"	"Permease of the drug or metabolite transporter (DMT) superfamily"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_0014"	"Phosphoesterase"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_7298"	"hypothetical protein"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_0681"	"hypothetical protein"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_4257"	"Menaquinone via futalosine step 1"	6	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	1	0	3	0	1	0	0	1	1	0
"SVEN_3186"	"hypothetical protein"	6	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0	6	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0
"SVEN_3122"	"putative acetyltransferase"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_1356"	"DNA polymerase III alpha subunit"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_0061"	"putative lipoprotein"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_1548"	"Ethidium bromide-methyl viologen resistance protein EmrE"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_5192"	"Transcriptional regulator%2C TetR family"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3648"	"hypothetical protein"	6	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	1	1	1	1	0
"SVEN_5615"	"regulatory protein"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_6248"	"Transcriptional regulator%2C GntR family domain or Aspartate aminotransferase"	6	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	0	1	1	1	1
"SVEN_5092"	"Superfamily I DNA and RNA helicases"	6	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	1	0	1	1	1
"SVEN_2444"	"putative sugar transport inner membrane protein"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_6040"	"Enolase"	6	0	0	2	3	1	0	0	1	0	0	0	1	0	0	0	5	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0
"SVEN_5854"	"hypothetical protein"	6	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	1	0	0	2	0	0	1	0	1	0	0
"SVEN_0046"	"acyl-coenzyme A:6-aminopenicillanic-acid-acyltransferase precursor"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_4010"	"hypothetical protein"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_4436"	"SAM-dependent methyltransferases"	6	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	1	0	0	3	0	1	1	0	1	0	0
"SVEN_1857"	"hypothetical protein"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_2288"	"putative efflux membrane protein"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_1219"	"Iron utilization protein"	6	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	1	3	0	0	0	1	0	1	1
"SVEN_2225"	"putative oxidoreductase YncB"	6	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	1	0	0	0	3	0	1	1	1	0	0	0
"SVEN_5132"	"hypothetical protein"	6	0	1	0	2	1	1	1	1	0	0	0	1	0	0	0	5	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_6548"	"hypothetical protein"	6	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	1	1	1	0	1
"SVEN_2480"	"hypothetical protein"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3819"	"hypothetical protein"	6	0	1	0	2	1	2	0	0	0	0	0	0	0	0	0	6	0	1	0	2	1	2	0	0	0	0	0	0	0	0	0
"SVEN_2384"	"Adenylate cyclase"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_2930"	"putative ABC transporter ATP-binding protein"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3505"	"hypothetical protein"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_6680"	"cytochrome P450 monooxygenase"	6	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	1	3	0	0	0	0	1	1	1
"SVEN_2441"	"putative ROK-family transcriptional regulator"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3194"	"putative phosphatase YieH"	6	0	1	2	0	1	2	0	0	0	0	0	0	0	0	0	6	0	1	2	0	1	2	0	0	0	0	0	0	0	0	0
"SVEN_3994"	"hypothetical protein"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_1012"	"hypothetical protein"	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	1	1	1	1	1
"SVEN_4305"	"putative two-component system response regulator"	6	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0	6	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0
"SVEN_0019"	"protein kinase"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_1430"	"Phospholipid-binding protein"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3001"	"Transcriptional regulator%2C TetR family"	6	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	1	0	3	0	0	1	0	1	1	0
"SVEN_6970"	"Endoglucanase celA precursor"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_5663"	"Primosomal protein I"	6	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	1	1	1	1	0
"SVEN_0431"	"hypothetical protein"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_4073"	"acyl dehydratase"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_5957"	"Xylose repressor XylR"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_4233"	"putative acyl-CoA dehydrogenase"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_0953"	"hypothetical protein"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_4909"	"putative anti-sigma factor"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3581"	"hypothetical protein"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1
"SVEN_3852"	"hypothetical protein"	6	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	0	1	1	1	1
"SVEN_0059"	"ABC-type multidrug transport system%2C ATPase component"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_1755"	"ABC-type multidrug transport system%2C ATPase component"	6	0	1	1	1	1	2	0	1	0	0	0	0	0	1	0	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
"SVEN_6020"	"Transcriptional regulator%2C TetR family"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3905"	"hypothetical protein"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_2214"	"Transcriptional regulator%2C TetR family"	6	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	1	0	0	3	0	1	1	0	1	0	0
"SVEN_4345"	"DNA-directed RNA polymerase beta subunit"	6	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	1	0	0	3	0	1	1	0	1	0	0
"SVEN_4148"	"putative integral membrane protein"	6	0	1	0	3	0	2	0	1	0	0	0	1	0	0	0	5	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0
"SVEN_1558"	"ABC-type multidrug transport system%2C ATPase component"	6	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	1	0	3	0	1	0	0	1	1	0
"SVEN_6600"	"Alpha-N-arabinofuranosidase"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_4710"	"hypothetical protein"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_1161"	"putative acetyltransferase"	6	0	0	1	1	1	2	1	1	0	0	0	0	0	1	0	5	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_5438"	"LPXTG-motif cell wall anchor domain"	6	0	1	1	0	1	2	1	1	0	0	0	0	0	1	0	5	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0
"SVEN_6039"	"Transcriptional regulator%2C MarR family"	6	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	6	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0
"SVEN_1722"	"putative secreted alkaline phosphatase"	5	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	1	1	1	1
"SVEN_2296"	"hypothetical protein"	5	0	1	0	2	1	1	0	1	0	0	0	1	0	0	0	4	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0
"SVEN_6828"	"putative integral membrane protein"	5	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	5	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_4696"	"putative secreted protein"	5	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	1	1	1	1
"SVEN_5921"	"hypothetical protein"	5	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	1	1	1	1
"SVEN_2052"	"hypothetical protein"	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	1	1	1	1	0
"SVEN_1140"	"putative regulator"	5	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	3	1	1	0	0	0	0	1
"SVEN_0499"	"putative transposase"	5	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	5	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0
"SVEN_7224"	"Long-chain-fatty-acid--CoA ligase"	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
"SVEN_4071"	"putative transporter"	5	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	5	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0
"SVEN_5759"	"putative oxidoreductase"	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
"SVEN_3185"	"putative RNA polymerase ECF-subfamily sigma factor"	5	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	1	1	1	1
"SVEN_0866"	"hypothetical protein"	5	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	5	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_2645"	"putative integral membrane protein"	5	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	1	0	1	1	1
"SVEN_5991"	"acetyl-coenzyme A carboxyl transferase alpha chain or Acetyl-coenzyme A carboxyl transferase beta chain %3B Propionyl-CoA carboxylase beta chain"	5	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	5	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_1624"	"SAM-dependent methyltransferases"	5	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	1	0	1	1	0
"SVEN_6900"	"sugar transport system permease protein"	5	0	1	0	0	1	2	1	1	0	0	0	0	0	1	0	4	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0
"SVEN_0916"	"major facilitator family transporter%2C putative"	5	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	3	1	1	1	0	0	0	0
"SVEN_1954"	"Heme ABC transporter%2C ATPase component HmuV"	5	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	5	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3625"	"hypothetical protein"	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	1	1	1	1	0
"SVEN_4993"	"hypothetical protein"	5	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	5	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0
"SVEN_7139"	"ABC transporter solute-binding protein"	5	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	3	1	0	0	1	1	0	0
"SVEN_2721"	"Nitrate or nitrite transporter"	5	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	5	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_0364"	"RNA polymerase sigma factor SigB"	5	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	5	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3793"	"hypothetical protein"	5	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	3	1	1	1	0	0	0	0
"SVEN_3538"	"Predicted transcriptional regulator of 4-carboxymuconolactone decarboxylase%2C Rrf2 family"	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
"SVEN_6572"	"Nitric oxide synthase oxygenase"	5	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	1	1	1	1
"SVEN_2886"	"hypothetical protein"	5	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	5	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0
"SVEN_6947"	"putative secreted protein"	5	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	5	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_6940"	"major facilitator superfamily permease"	5	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	5	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_2727"	"Cell division transporter%2C ATP-binding protein FtsE"	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
"SVEN_0224"	"Transcriptional regulator%2C AsnC family"	5	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	5	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_4552"	"N-acyl-L-amino acid amidohydrolase"	5	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	1	1	1	1
"SVEN_2286"	"Pyruvate%2Cphosphate dikinase"	5	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	5	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0
"SVEN_2357"	"putative DNA-binding protein"	5	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	5	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_2817"	"hypothetical protein"	5	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	1	0	1	1	1
"SVEN_3428"	"putative regulatory protein"	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
"SVEN_5396"	"Two-component hybrid sensor and regulator"	5	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	5	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3688"	"Replicative DNA helicase"	5	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	5	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0
"SVEN_2433"	"Permease of the drug or metabolite transporter (DMT) superfamily"	5	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	5	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0
"SVEN_6744"	"Alpha-L-arabinofuranosidase II precursor"	5	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	5	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3831"	"putative ABC transporter ATP-binding protein"	5	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	1	1	1	1
"SVEN_2955"	"Trans-aconitate 2-methyltransferase"	5	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	5	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_6237"	"3-oxoacyl-[acyl-carrier-protein] synthase%2C KASII"	5	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	5	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0
"SVEN_2128"	"hypothetical protein"	5	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	1	0	0	1	1
"SVEN_0389"	"gas vesicle synthesis protein"	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
"SVEN_5969"	"ScbA protein"	5	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	5	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0
"SVEN_1778"	"2-Amino-2-deoxy-isochorismate synthase"	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
"SVEN_7324"	"Phage tail length tape-measure protein"	5	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	5	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_5728"	"site-specific recombinase%2C phage integrase family"	5	0	1	0	1	0	2	1	1	0	0	0	0	0	1	0	4	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0
"SVEN_3332"	"Carbonic anhydrase"	5	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	2	2
"SVEN_6416"	"Sphingomyelinase C precursor"	5	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	1	1	1	0	1
"SVEN_2039"	"hypothetical protein"	5	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	5	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_0629"	"transcriptional regulator"	5	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	5	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0
"SVEN_5667"	"hypothetical protein"	5	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	5	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0
"SVEN_4816"	"Transcriptional regulator%2C TetR family"	5	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	5	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0
"SVEN_0091"	"hypothetical protein"	5	0	0	0	1	1	2	1	1	0	0	0	0	0	1	0	4	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_1277"	"Transcriptional regulator%2C GntR family"	5	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	3	1	0	0	2	0	0	0
"SVEN_5218"	"Protein yceI precursor"	5	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	5	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0
"SVEN_6826"	"putative integral membrane protein"	5	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	3	1	1	0	0	0	0	1
"SVEN_6888"	"hypothetical protein"	5	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	5	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3209"	"alanine-rich protein"	5	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	1	1	1	1
"SVEN_3340"	"Endonuclease III"	5	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	5	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_5573"	"Branched-chain acyl-CoA dehydrogenase"	5	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	5	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3764"	"putative signal protein"	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
"SVEN_0895"	"hypothetical protein"	5	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	1	0	0	1	1
"SVEN_4449"	"putative dehydrogenase"	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
"SVEN_6247"	"Anthranilate phosphoribosyltransferase"	5	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	0	1	1	1
"SVEN_4495"	"Methylenetetrahydrofolate dehydrogenase (NADP+) or Methenyltetrahydrofolate cyclohydrolase"	5	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	5	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0
"SVEN_2776"	"Sporulation regulatory protein WhiB"	5	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	3	1	0	1	0	0	0	1
"SVEN_4181"	"hypothetical protein"	5	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	5	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0
"SVEN_2038"	"Aldehyde dehydrogenase"	5	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	5	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0
"SVEN_1750"	"hypothetical protein"	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
