gene tag	gene_old_tag	gene_start	gene_end	strand	product	closest_match	match_index	match_value	distance	affyLog_8h	affyLog_10h	affyLog_12h	affyLog_14h	affyLog_16h	affyLog_18h	affyLog_20h
SVEN_1635	SMD02788	1828532	1829497	+	High-affinity branched-chain amino acid transport system permease protein LivH	0				-0.5205160599999994	-0.6074213986666663	0.9857187029999999	-1.2447365886666661	0.20779676899999977	1.21615496	1.326438403500001
SVEN_1636	SMD02789	1829494	1831332	+	Branched-chain amino acid transport system permease protein LivM	0				-0.31503425899999904	-0.4364815653333336	0.7688262326666662	-1.3994678873333335	0.5086341916666672	1.6069412096666662	0.8064162998333329
SVEN_1637	SMD02790	1831336	1832325	+	Branched-chain amino acid transport ATP-binding protein LivG	0				-0.6079638266666665	-0.5498207356666658	0.3271668493333335	-1.1097601316666674	0.2924310976666664	1.1263801290000002	0.2901234703333335
SVEN_1638	SMD02791	1832322	1833038	+	Branched-chain amino acid transport ATP-binding protein LivF	0				-0.31786132799999933	-0.5048895580000021	0.20311095766666654	-0.6145093076666672	0.02862517233333506	0.5300941636666661	0.22725558883333363
SVEN_1639	SMD02792	1833106	1833759	-	putative two-component system response regulator	0				0.24994582100000073	-0.720335948333334	-0.424449349333333	0.7117586169999992	0.3762574289999989	-0.7604191316666693	-0.31692039233333347
SVEN_1640	SMD02794	1834040	1835467	-	Pyruvate kinase	0				-1.2201501840000013	-2.9798048056666673	-0.8042517966666658	1.039221120000004	-0.07546627433333342	-1.2220226933333347	0.7539947688333317
SVEN_1641	SMD02796	1835614	1836348	-	hypothetical protein	0				-0.20001535799999992	-0.7810339133333315	-0.44514084933333464	-0.32721447166666806	-0.3198997233333305	-0.19503412733333292	0.31172784966666534
SVEN_1642	SMD02798	1836456	1838258	+	2%2C3-cyclic-nucleotide 2-phosphodiesterase	0				-0.18270211233333278	-3.264948432333334	-0.6683650846666644	0.9263663546666674	0.7538740876666665	-0.12801659933333287	-0.652083650999999
SVEN_1643	SMD02799	1838273	1839685	-	Siderophore biosynthesis protein%2C monooxygenase	0				-0.08801838233333292	-0.9722742750000002	-2.679524302000001	0.2816788456666668	0.2285442100000008	0.7215782033333316	2.2624241918333343
SVEN_1644	SMD02800	1839682	1841064	-	Siderophore biosynthesis L-2%2C4-diaminobutyrate decarboxylase	0				0.02625309133333431	-0.637085232333332	-0.7969198640000013	0.589150346666667	0.5049147433333356	0.6482871666666679	1.005630375500001
SVEN_1645	SMD02801	1841318	1843804	-	putative aminopeptidase	0				-1.0456139626666667	0.36912175199999986	-0.636249219333334	-0.3512504956666662	-0.10210976933333349	-0.08227892666666659	-1.1000577206666673
SVEN_1646	SMD02804	1843874	1844860	-	L-asparaginase	0				-0.16751436033333356	-0.6000908896666655	-0.1400371913333327	0.5170074603333337	0.03498489766666779	-0.1430243803333342	-0.6034912586666676
SVEN_1647	SMD02806	1844860	1845174	-	Chorismate mutase I	0				-0.09754811966666743	-0.3727506673333316	-0.08441209000000072	0.3809103579999995	0.040361597000000415	0.08407761899999855	-0.40233618216666756
SVEN_1648	SMD02807	1845186	1846073	-	Transcriptional regulator%2C AraC family	0				0.1396115620000007	-0.3744964983333334	0.07309014966666627	0.17601709466666815	0.1178202860000006	-0.11190427233333367	0.49474218600000075
SVEN_1649	SMD02810	1846183	1848015	+	Beta-galactosidase	0				-0.037909063333333215	-0.07252845700000066	-0.044289350666666394	0.13313831066666637	0.07385097333333235	0.13967475299999865	0.06809151466666741
SVEN_1650	SMD02809	1848073	1848855	-	Trypsin protease precursor	0				-0.009694770000001185	-1.2312896953333325	-0.028078126333332065	-0.23629223733333315	-0.15729441766666596	-0.058620088333333875	1.0562545288333327
SVEN_1651	SMD02812	1849018	1849902	+	hypothetical protein	0				0.09523478966666588	0.1440607243333334	0.039584920000000245	-0.026237388666666916	0.023030220999999074	-0.11358576566666745	0.16540071749999985
SVEN_1652	SMD02811	1849899	1850375	-	acetyltransferase	0				-0.18210549366666662	-0.12268653133333629	0.1344447786666656	0.17963498799999833	-0.16409064566666753	0.182212292	-0.5998221854999999
SVEN_1653	SMD02813	1850442	1851995	+	hypothetical protein	0				0.03193523599999981	0.037031602000000774	0.3522177203333339	0.20309755499999937	0.12366192799999887	0.00229806933333343	0.026129477000000456
SVEN_1654	SMD02814	1852011	1852436	-	Guanyl-specific ribonuclease Sa	0				-0.22763550566666613	-3.6430549573333337	-0.7228019726666659	1.2885822793333332	0.9917412470000002	-0.024930048666666593	0.9772644458333328
SVEN_1655	SMD02815	1852602	1853477	-	putative uncharacterized protein	0				0.15502915766666625	0.06345984066666688	0.13188404033333345	-0.020283131666666954	0.005149269000000345	0.031197933666667232	-0.02433679016666712
SVEN_1656	SMD02816	1853479	1854270	-	Probable short-chain type dehydrogenase or reductase	0				0.3815464613333335	0.43750981633333286	0.1556942276666673	0.1438051833333338	0.27646269900000053	0.4866111413333334	0.44437148150000105
SVEN_1657	SMD02819	1854336	1855085	+	Probable enoyl-CoA hydratase EchA20	0				0.03828207499999969	-0.07098317666666709	0.06445227733333247	-0.0034100173333335704	-0.01224230633333434	0.0771830833333329	0.06556978966666716
SVEN_1658	SMD02820	1855082	1855939	+	putative CoA-transferase subunit alpha	0				0.15814968966666676	0.07199957966666748	-0.003715162666667382	-0.006324439333333487	0.03395882833333275	-0.051904306666667566	-0.09061862633333373
SVEN_1659	SMD02822	1855936	1856667	+	putative CoA-transferase subunit beta	0				-0.04125048866666603	0.05533397633333337	-0.07642397800000023	0.03210014533333361	-0.025985841000000676	-0.0464087873333332	-0.0030138018333332184
SVEN_1660	SMD02823	1856667	1857719	+	2-nitropropane dioxygenase	0				0.05749576699999892	-0.08752437299999904	-0.18023414733333265	-0.10116558033333334	0.06758998933333338	8.0087333333978e-05	0.03895139583333407
SVEN_1661	SMD02825	1857767	1858675	+	hypothetical protein	0				0.006221926333334515	0.03388561933333367	0.03356102066666722	0.11663389766666654	0.10811538766666651	0.06835836033333464	0.09222148133333352
SVEN_1662	SMD02824	1858600	1860168	-	ATP-dependent RNA helicase	0				-0.35449486633333294	-0.3079747890000002	1.1623613693333326	-0.2131129516666661	0.16758309500000035	0.1041915729999987	-1.580061664833333
SVEN_1663	SMD02824.2	1860533	1860921	+	hypothetical protein	0				0.012524067333333555	-0.035423855333334586	-0.04423158833333307	-0.05062472200000023	-0.031466436333332126	-0.05260204166666682	-0.019074639666666116
SVEN_1664	SMD02828	1860922	1862079	-	3-ketoacyl-CoA thiolase @ Acetyl-CoA acetyltransferase	0				-0.011534186666667168	0.1638719196666676	-0.005184865666666205	-0.07828627533333332	0.024301702999999897	-0.05277581800000064	-0.027441117666666237
SVEN_1665	SMD02829	1862126	1862746	-	Transcriptional factor in putative operon for degradation of branched-chain alkanes%2C nitroalkanes and may be also cyclic ketones%2C alkenoic acids	0				-0.26133019633333454	0.3406728249999995	0.019630506333332853	0.008850383333334655	0.13680919300000038	-0.052748843333333184	-0.7668466336666668
SVEN_1666	SMD02830	1862762	1863553	-	3-oxoacyl-[acyl-carrier protein] reductase	0				0.2760309586666665	0.042927185333333284	0.17547085699999965	0.05816034699999939	0.06708286000000019	0.23212065133333315	0.06369892499999974
SVEN_1667	SMD02831	1863550	1864686	-	putative acyl-CoA dehydrogenase	0				0.0644291740000007	0.021634322333333067	-0.026017730666667127	-0.054815983666666845	0.020195116333333374	0.03380402033333407	-0.07042942516666617
SVEN_1668	SMD02834	1864744	1865889	+	Probable acyl-CoA dehydrogenase FadE29	0				0.008036742333334068	0.11715519266666696	0.029862286666666904	0.04437862733333375	0.056876256999999875	-0.004953437333334421	0.13724812699999944
SVEN_1669	SMD02835	1865889	1866908	+	acyl-CoA dehydrogenase	0				0.16872507566666695	0.1291469989999996	0.010553625666666733	0.10498075366666715	0.07719331800000084	0.18258178733333263	0.28962531733333385
SVEN_1670	SMD02836	1866916	1867449	-	hypthetical protein SCD63.18c	0				0.2606868416666659	-0.5574714466666668	-0.242566863333332	0.08838119199999994	-0.4207648936666679	-0.04393097999999984	-0.0024672879999991792
SVEN_1671	SMD02837	1867532	1867921	-	hypothetical protein	0				-0.2199604063333318	-1.186823744333335	-0.46268516600000353	-0.22131035066666804	-0.03329970433333429	0.001798765000000202	-0.21670496800000016
SVEN_1672	SMD02838	1867966	1868538	-	Transcriptional regulator%2C PadR family	0				-0.02143878499999996	0.20444364766666734	0.047140356666666605	0.03126566366666861	-0.1264256123333345	-0.027324471999998323	-0.17092467283333246
SVEN_1673	SMD02840	1868652	1869779	+	hypothetical protein	0				0.10741838966666606	0.07559063733333371	-0.008819087999999198	0.10070537066666674	-0.13969393433333366	-0.09879396799999984	-0.16215378083333398
SVEN_1674	SMD02841	1869776	1870495	+	3-oxoacyl-[acyl-carrier protein] reductase	0				-0.0014880000000001559	-0.04011693133333427	-0.045639950333333346	-0.036421798000001004	0.08399949066666679	-0.026426294000000183	0.010683442666667098
SVEN_1675	SMD02842	1870492	1871382	+	Alpha or beta hydrolase fold-3 domain protein	0				0.05322612800000037	-0.21187937033333348	0.08879233466666747	-0.1688101299999989	-0.22375810366666649	-0.024215753000000007	-0.16210775599999927
SVEN_1676	SMD02843	1871520	1872980	-	Glutamate synthase	0				0.377411841999999	-1.2113118893333308	1.8764265336666668	0.05381098099999981	1.7153526723333332	-1.6186176340000014	-0.3744225291666661
SVEN_1677	SMD02844	1872973	1877535	-	Glutamate synthase	0				0.16029225433333405	-1.5649984573333349	2.2035244363333337	-0.017472259999999906	1.799170449	-1.3389437463333334	1.1265538533333324
SVEN_1678	SMD02847	1878058	1878786	-	putative membrane protein	0				0.1934724543333326	0.037391068333334054	0.06136983266666718	-0.014420528999999682	-0.026784381999998885	-0.025968323333334098	-0.06676373583333461
SVEN_1679	SMD02849	1879042	1880037	+	hypothetical protein	0				0.04908163466666604	0.03942157599999874	-0.07230322999999927	-0.08940136600000148	-0.4404971783333327	0.13737148366666574	0.12077498616666649
SVEN_1680	SMD02850	1880037	1881566	+	hypothetical protein	0				0.051044564999999764	-0.11300790299999974	-0.10347861166666661	-0.03311324433333329	-0.2766863450000008	0.06595978600000052	0.12004146949999939
SVEN_1681	SMD02852	1881547	1882701	+	ADP-ribosylglycohydrolase	0				-0.1002529893333346	-0.0722822246666679	-1.0610414686666667	-0.7312776093333317	-1.6817190083333333	-0.934546385	-0.21276010833333192
SVEN_1682	SMD02854	1882698	1883027	+	putative membrane protein	0				0.008689527333334723	-0.31372183833333267	-0.1553320953333337	-0.08247561233333478	-0.20756845000000013	-0.06030471399999904	0.01815022600000127
SVEN_1683	SMD02855	1883248	1884072	+	putative membrane protein	0				-0.0783123229999978	-0.2725071690000016	-0.09275653766666636	-0.4154634056666655	-0.6189727586666649	-0.16348110633333235	-0.235490553
SVEN_1684	SMD02857	1884069	1885007	+	Ribokinase	0				0.4003419096666656	0.05500207066666629	-0.6356176096666672	-1.1947733609999993	-1.4787058733333316	-0.804272485666667	-0.2788913796666659
SVEN_1685	SMD02858	1885004	1886263	+	hypothetical protein	0				-0.3184346626666663	-0.3096512916666656	-0.3321128910000004	-0.9113104110000014	-1.541804544333334	-0.6102086793333328	-0.4378891926666668
SVEN_1686	SMD02861	1886260	1887051	+	Citrate lyase beta chain	0				-0.22653632433333293	-0.34751915300000036	-0.06942788233333363	-0.061553507666666896	-0.34770783333333366	0.008550494333332992	-0.0563464085000005
SVEN_1687	SMD02859	1887091	1888083	-	Prolipoprotein diacylglyceryl transferase	0				-0.17331494166666772	0.6038543260000004	0.3138179686666671	0.16866779633333095	0.012964090333335676	0.12202912366666574	-0.3161684831666651
SVEN_1688	SMD02860	1888148	1888972	-	putative membrane protein	0				0.019160161666667896	0.26325050233333247	-1.3723583696666655	0.8616819593333327	0.5413116163333331	0.6567557336666656	0.9672103531666663
SVEN_1689	SMD02862	1889036	1889869	-	Tryptophan synthase alpha chain	0				0.13757075600000057	0.07585992500000138	0.27786272800000056	0.0455183373333341	0.16249151499999925	0.13101254533333417	-0.11054884116666841
SVEN_1690	SMD02863	1889866	1891104	-	Tryptophan synthase beta chain	0				-0.773239939999999	-0.5152963146666671	0.04182321600000094	0.004355259000000444	0.04279439333333457	-0.10235745900000204	-0.48814362083333407
SVEN_1691	SMD02863.2	1891334	1891549	-	hypothetical protein	0				0.19719535833333346	0.4233743296666663	0.5407287140000001	0.12176065666666602	-0.11540775266666792	-0.2522938733333344	0.03172433383333484
SVEN_1692	SMD02865	1891614	1892477	-	Indole-3-glycerol phosphate synthase	0				0.37703505900000067	0.8480831253333321	0.5988986553333344	-0.311219933666667	-0.33795243766666516	-0.6912980083333338	-0.4657127113333335
SVEN_1693	SMD02867	1892579	1893127	-	hypothetical protein	0				0.01523943833333341	-0.02176790799999928	-0.12039879666666664	-0.06895125999999951	-1.018595581333333	-1.144356262333333	-0.24962619866666724
SVEN_1694	SMD02869	1893232	1893480	-	hypothetical protein	0				-0.23915126333333347	1.2485646006666684	0.1829276740000001	-0.3675398483333332	0.1971607563333322	-0.05916079666666896	-0.28071217983333163
SVEN_1695	SMD02871	1893638	1894288	-	putative membrane protein	0				0.16821490933333116	0.027370516999999595	0.16385677833333467	0.013835372666667567	-0.007158036666668366	-0.021084813999998175	0.0733000644999997
SVEN_1696	SMD02872	1894303	1895808	-	Anthranilate synthase%2C aminase component	0				-0.3637790263333329	0.1419095463333333	0.1686205923333315	-0.18073533000000008	-0.2600907843333333	-0.48989262	-0.8103968586666666
SVEN_1697	SMD02870	1895820	1896194	-	Phosphoribosyl-AMP cyclohydrolase	0				-0.3348573040000016	0.36643403333333247	0.10145778900000124	-0.3229603256666653	-0.1679722986666654	-0.5214057620000005	-0.6814921343333342
SVEN_1698	SMD02873	1896279	1896914	+	hypothetical protein	0				-0.1735416943333341	-0.5183994580000002	-0.8451232236666657	0.1954485403333326	-0.8669395876666677	-1.0595786656666686	0.6418674885
SVEN_1699	SMD02874	1896970	1898208	-	putative integral membrane efflux protein	0				-0.20919793199999948	-0.18910096966666767	-0.004011067333332896	0.13432601433333335	-0.08801782933333246	-0.11801743100000017	-0.1810083295
SVEN_1700	SMD02875	1898205	1898792	-	Transcriptional regulator%2C ArsR family	0				-0.17838728866666642	-0.3771492720000005	-0.18450761366666768	0.3553892043333349	-0.016489686666666614	-0.07526467499999967	-0.4523510970000011
SVEN_1701	SMD02876	1898914	1899669	-	Imidazole glycerol phosphate synthase cyclase subunit	0				0.2614730719999976	0.20496932466666706	-0.04641526366666682	-0.12274731800000005	0.045913425000000174	0.05796602499999892	-0.18476154499999886
SVEN_1702	SMD02877	1899666	1900064	-	putative translation initiation inhibitor%2C yjgF family	0				-0.2685713113333339	0.5027836709999978	-0.09359630433333521	-0.3162062520000015	-0.0641908186666651	-0.30834730933333176	-0.7297467673333342
SVEN_1703	SMD02879	1900061	1900792	-	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase or Acting phosphoribosylanthranilate isomerase	0				0.021286321999999913	0.13713680799999928	-0.06762052733333412	-0.1993565213333337	-0.18883214799999948	-0.21299799066666658	-0.3388254350000004
SVEN_1704	SMD02880	1900795	1901442	-	Imidazole glycerol phosphate synthase amidotransferase subunit	0				-0.07662231800000008	0.46962963333333363	-0.45575078133333236	-0.36241962599999766	-0.20766664066666607	-0.45341900599999896	-0.3988280203333332
SVEN_1705	SMD02881	1901439	1901603	-	hypothetical protein	0				-1.3660022646666672	-0.051914030333332306	-1.0690614619999996	-1.0732804483333336	-0.6133340133333336	-1.101646571333334	-2.640946933833333
SVEN_1706	SMD02882	1901606	1902199	-	Imidazoleglycerol-phosphate dehydratase	0				-0.6986711929999991	0.06932167400000111	-1.179515179	-0.4782696953333341	-0.41469849000000014	-0.6821902923333347	-1.2877172001666661
SVEN_1707	SMD02883	1902196	1903326	-	Histidinol-phosphate aminotransferase	0				-0.1559994886666658	0.09018178366666874	-0.9775225413333342	-0.44469347999999975	-0.22519485466666467	-0.42702509333333616	-0.648583089333334
SVEN_1708	SMD02885	1903323	1904675	-	Histidinol dehydrogenase	0				0.32173884633333394	0.5811964679999981	-0.8925279479999997	-0.18462760533333444	-0.039057412000000014	-0.1370173876666687	-0.15716528350000125
SVEN_1709	SMD02888	1904879	1906492	+	putative membrane-associated oxidoreductase	0				-0.03836279633333284	0.1689187666666676	0.4879770920000004	-0.16449547933333353	-0.6775034583333337	-0.8050291460000008	-0.08646203283333431
SVEN_1710	SMD02890	1906650	1907741	+	putative membrane protein	0				0.038844699000000205	-0.21394814533333317	-0.03071797866666781	-0.21533570533333357	-0.5129712940000006	-0.304601920333333	-0.3063312403333338
SVEN_1711	SMD02890.2	1907752	1908489	+	possible Lon protease	0				0.031572571666666605	0.49582705599999954	0.16536905466666596	0.03432691799999965	0.057931827999999186	-0.04438930700000121	-0.41594224100000066
SVEN_1712	SMD02891	1908500	1908997	+	YbaK family protein	0				-0.0035142806666659254	0.021248219333331875	0.07839255166666526	-0.0204239863333342	0.02004318933333238	-0.038918092333333654	-0.18110669633333387
SVEN_1713	SMD02892	1909022	1909663	-	hypothetical protein	0				0.06071544066666679	-0.03175130533333359	-0.11307028700000021	-0.07145872799999964	-0.12972026066666675	-0.4029202373333334	-0.19968758283333354
SVEN_1714	SMD02893	1909698	1910528	-	putative ABC transporter integral membrane transport protein	0				0.03038901899999935	-0.13442100433333337	-0.05110739599999903	0.022536814333333766	-0.04748631066666675	-0.022798903333331566	-0.17742440033333473
SVEN_1715	SMD02894	1910614	1911594	-	putative ABC transporter ATP-binding protein	0				-0.05991130533333511	-0.05720499399999923	0.023138900000001072	-0.03800149966666666	-0.0051196596666667205	-0.1282955500000007	-0.29080130266666515
SVEN_1716	SMD02896	1911606	1912949	-	hypothetical protein	0				0.2382250810000004	-0.22117559999999958	-0.8644637173333338	-0.11512500000000081	0.15046227999999928	0.49090480333333186	0.4598166016666667
SVEN_1717	SMD02898	1913175	1913348	+	hypothetical protein	0				-0.0704359056666668	-0.11895441033333398	-0.1766161843333336	-0.053452449999999985	-0.3887124799999988	-0.7749103299999991	2.5552319443333342
SVEN_1718	SMD02899	1913434	1916973	-	DNA polymerase III alpha subunit	0				-0.025124904333333475	-0.1687367549999994	-0.07356292099999884	-0.1285006473333361	0.08405298366666791	0.31583313933333557	-0.047786638666668324
SVEN_1719	SMD02901	1917133	1918458	+	hypothetical protein	0				-0.1486270066666675	-1.564083942	-1.0238644443333342	0.7816185796666648	0.27146885099999984	-0.00662932366666702	0.035839844333333204
SVEN_1720	SMD02903	1918511	1919221	+	putative membrane protein	0				-0.0939536383333337	-0.24884905266666735	-1.5848258613333348	0.20095562433333392	0.42378892300000004	0.21503771333333344	-0.2595344778333333
SVEN_1721	SMD02904	1919286	1920101	+	putative membrane protein	0				-0.005765198666665583	0.11046099366666695	-0.9623279026666669	0.16762405133333402	0.15612034966666855	0.17195528733333276	0.06605560833333257
SVEN_1722	SMD02907	1920240	1921889	+	putative secreted alkaline phosphatase	0				0.03314956999999907	-2.223704018666666	-0.09090753533333285	0.6303464870000006	0.8588782266666675	0.09842831699999977	0.4242340373333322
SVEN_1723	SMD02909	1922257	1923198	+	hypothetical protein	0				-0.8896069326666662	-0.15428286800000102	0.33781861333333296	0.3292073819999999	-0.03880966066666591	-0.05173180266666666	-0.5460700820000008
SVEN_1724	SMD02910	1923802	1924083	-	hypothetical protein	0				0.11660620399999999	0.0013290776666678994	0.012905936000001006	-0.17170626099999886	-0.3106720283333342	-0.2049085166666682	-0.133500000499998
SVEN_1725	SMD02911	1924113	1924724	-	Dienelactone hydrolase family	0				-0.18341535666666697	0.3053166246666672	-0.3005833906666666	-0.32561120200000104	-0.1663967219999991	0.05613998666666564	-0.7818735856666663
SVEN_1726	SMD02912	1924721	1926313	-	Na+ or H+ antiporter	0				0.054750903000000406	-0.05431357400000003	-0.07422782666666716	-0.08092579399999966	-0.0927269889999991	-0.11916250700000042	-0.08410874849999939
SVEN_1727	SMD02915	1926352	1926819	-	GNAT family acetyltransferase YjcF	0				-0.25123609966666827	0.21083112500000034	0.23374408666666646	-0.18513635233333403	0.009082547333332691	-0.16146738833333352	-0.8766997414999995
SVEN_1728	SMD02913	1926816	1927757	-	Ribosomal large subunit pseudouridine synthase D	0				0.1271302186666663	0.020561346666667646	0.1801653293333345	-0.2730830883333333	-0.11036523066666781	-0.18997319066666662	-0.7282572358333343
SVEN_1729	SMD02914	1927811	1928434	-	Lipoprotein signal peptidase	0				-0.03767818000000034	0.11657736933333318	0.21108759033333335	-0.23284709400000114	-0.46922951999999984	-0.17270180466666574	-0.3058518931666656
SVEN_1730	SMD02918	1928570	1929436	-	putative DNA-binding protein	0				0.024809371333331498	0.15103506433333358	-0.09261383966666692	0.03893797766666651	-0.31847735666666566	-0.08389454499999793	0.47095843483333333
SVEN_1731	SMD02921	1929979	1933116	+	Isoleucyl-tRNA synthetase	0				-0.8651102293333333	1.0814450503333335	0.07155767999999973	-0.17378411166666652	0.267470694	-0.11824321999999832	-1.631423192833334
SVEN_1732	SMD02922	1933291	1934385	-	Possibly a cell division protein%2C antigen 84 in Mycobacteria	0				0.06373219333333147	-0.8374661166666666	-0.611866543333333	-0.3390247999999989	-0.21646650333333461	0.22688532999999822	0.15068938666666654
SVEN_1733	SMD02924	1934441	1934731	-	Possible membrane protein	0				-0.44519596999999855	-0.9812828466666659	-0.4679144133333324	-0.244981769999999	-0.3007105266666663	-0.24391128666666972	-0.1644971266666655
SVEN_1734	SMD02925	1934812	1935435	-	hypothetical protein	0				-0.2837951600000004	-0.8246818966666662	-0.7139674100000004	0.06681113666666683	-0.31140820666666613	0.0218676999999996	1.1137462300000003
SVEN_1735	SMD02927	1935575	1936294	-	Hypothetical protein YggS	0				-0.6704099276666673	0.09455319333333279	-0.09226938866666767	-0.16687684033333205	-0.07108667099999977	0.03633146099999962	-0.5731847041666667
SVEN_1736	SMD02928	1936303	1937031	-	Uncharacterized conserved protein	0				0.10413310666666575	0.05908682133333443	0.10963032066666578	0.018141192999999944	0.020862124666665594	-0.004356474999999804	-0.019602099833333497
SVEN_1737	SMD02929	1937028	1938242	-	Cell division protein FtsZ	0				-0.07840378899999934	0.15186256666666686	-0.08363911000000002	-0.6839034449999986	-0.16672399999999854	0.06346089633333385	-0.2653254919999988
SVEN_1738	SMD02931	1938521	1939336	-	Cell division protein FtsQ	0				-0.5395216483333343	0.6660560666666662	0.3706672063333336	-0.24422268600000052	-0.17163802299999809	-0.03332792766666781	-0.5167487488333329
SVEN_1739	SMD02933	1939365	1940459	-	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	0				-0.16813030033333298	0.49559304099999935	0.12627494233333358	-0.4535433076666653	-0.006011246999999997	0.03545918766666745	-0.582440210333333
SVEN_1740	SMD02934	1940466	1941806	-	Cell division protein FtsW	0				-0.2637838163333335	0.32309100966666726	-0.1702172976666647	-0.9588688789999997	-0.39809713333333363	0.1596055199999995	-0.29167786866666656
SVEN_1741	SMD02936	1941863	1943287	-	UDP-N-acetylmuramoylalanine--D-glutamate ligase	0				-0.8992614569999979	0.8120291319999993	0.09406149866666702	-0.7392988930000017	-0.2815793666666657	-0.16972407166666592	-1.3963374063333314
SVEN_1742	SMD02937	1943284	1944354	-	Phospho-N-acetylmuramoyl-pentapeptide-transferase	0				-0.9546725549999993	0.8316140723333341	0.3295638959999998	-0.5088832736666662	-0.0033104596666673203	0.0054127463333344394	-1.0464741523333343
SVEN_1743	SMD02939	1944351	1945775	-	UDP-N-acetylmuramoylalanyl-D-glutamyl-2%2C6-diaminopimelate--D-alanyl-D-alanine ligase	0				-0.876173178000001	0.5504718336666672	0.13926268766666627	-1.0237988143333325	-0.27861945433333357	0.019747025999999224	-1.3536498093333327
SVEN_1744	SMD02940	1945780	1947477	-	UDP-N-acetylmuramoylalanyl-D-glutamate--L%2CL-2%2C6-diaminopimelate ligase	0				-0.3841999876666673	0.38251517433333326	0.04771933733333178	-0.3098698740000003	-0.09064039066666574	0.05132909233333294	-0.29301681599999974
SVEN_1745	SMD02942	1947494	1949263	-	Cell division protein FtsI	0				-0.21621952933333244	0.8512542523333329	-0.8922299039999997	-0.4323588849999993	-0.6626422636666671	0.011008156666666657	-0.3563879358333333
SVEN_1746	SMD02943	1949484	1950101	-	hypothetical protein	0				-0.9917086989999992	0.742924142333333	-0.5956505966666654	-0.6672775289999997	-0.6750908766666663	-0.28576567966666744	-1.1900309796666653
SVEN_1747	SMD02945	1950098	1951054	-	rRNA small subunit methyltransferase H	0				-0.5326773303333345	0.6102335969999997	-0.3082758613333345	-0.7169988126666675	-0.6390170509999997	-0.32036057366666704	-1.0482899438333328
SVEN_1748	SMD02946	1951319	1951921	+	Carbonic anhydrase	0				0.02670751666666682	0.015952710666667258	0.001856469999999888	-0.012408607333334487	0.008411444000000046	0.006072591666667293	0.016403464666666423
SVEN_1749	SMD02947	1952081	1953100	+	MoxR ATPases	0				-0.9002594569999989	0.2155469133333323	-0.009766742333332523	0.023352586333333036	-0.14196198099999968	-0.11480429366666822	-0.9460789199999988
SVEN_1750	SMD02948	1953100	1954455	+	hypothetical protein	0				-0.7330153846666674	0.5844751713333336	0.12396537933333196	0.33464178899999997	0.35911223499999956	0.2152945889999991	-0.8022446819999995
SVEN_1751	SMD02949	1954452	1956833	+	Transglutaminase enzymes%2C putative cysteine proteases	0				-0.4719359176666664	0.48373368433333397	0.09094751966666514	0.16475145099999988	-0.011240631333333084	-0.07391999066666699	-0.4866326379999997
SVEN_1752	SMD02950	1956976	1957380	-	putative membrane protein	0				-0.23903935499999918	0.34825660666666636	0.27261747333333197	0.09200640000000071	0.03095034666666585	0.05690323666666863	0.6309304616666687
SVEN_1753	SMD02952	1957652	1958440	-	S-adenosylmethionine-dependentmethyltransferase	0				-0.04507923000000247	0.54312191	0.2006916599999986	-0.01224736766666723	-0.17593929166666733	-0.07455932500000095	-1.4584778821666653
SVEN_1754	SMD02954	1958507	1959025	-	hypothetical protein	0				-0.04408074600000056	-0.2882141513333334	-0.031545720333333804	-0.06324850300000229	-0.1005270776666638	0.03407714533333461	0.12870181149999915
SVEN_1755	SMD02958	1959190	1960110	+	ABC-type multidrug transport system%2C ATPase component	0				0.11186580200000051	0.12855480366666683	0.08188890933333237	0.09355854333333369	0.08414639599999862	0.18122054866666826	-0.059597269000000175
SVEN_1756	SMD02959	1960082	1962178	+	Phage infection protein	0				0.06513769833333338	0.24327796566666748	0.12365167733333315	0.022462646333332614	0.014743348333333017	0.026280164000000994	-0.08646307749999949
SVEN_1757	SMD02960	1962189	1962830	+	Transcriptional regulator%2C TetR family	0				-0.48972017566666626	0.13917992599999884	0.21762691300000014	-0.11604343100000047	-0.07055920633333379	-0.07882201766666697	-0.6758066919999992
SVEN_1758	SMD02962	1962902	1963747	+	hypothetical protein	0				-0.05635844499999898	0.05374701233333301	0.32231881033333387	0.00958808633333419	-0.1261284819999995	0.08608550199999954	-0.009096407833331988
SVEN_1759	SMD02964	1963790	1965199	+	Phytoene desaturase%2C neurosporene or lycopene producing	0				-0.2902049	0.2470899426666655	0.10658090566666623	-0.09415919733333311	-0.19474337533333408	-0.251732126666667	-0.22647724883333353
SVEN_1760	SMD02965	1965247	1965555	-	hypothetical protein	0										
SVEN_1761	SMD02966	1965560	1966081	-	putative membrane protein	0										
SVEN_1762	SMD02967	1966136	1967053	-	5%2C10-methylenetetrahydrofolate reductase	0				-0.428499793666667	0.47772102400000094	0.12396664233333254	-0.00318547833333227	-0.317379078000001	-0.9442410280000004	-1.0093208741666668
SVEN_1763	SMD02969	1967183	1967866	-	Thiamin-phosphate pyrophosphorylase	0				-0.17900792466666715	-0.11426333766666641	0.1921669140000004	-0.11242886000000052	-0.31410997733333357	-0.23198633600000118	-0.47437072950000125
