gene	product	Total_all	8h_all	10h_all	12h_all	14h_all	16h_all	18h_all	20h_all	Total_fimo	8h_fimo	10h_fimo	12h_fimo	14h_fimo	16h_fimo	18h_fimo	20h_fimo	Total_pred	8h_pred	10h_pred	12h_pred	14h_pred	16h_pred	18h_pred	20h_pred	Total_chip	8h_chip	10h_chip	12h_chip	14h_chip	16h_chip	18h_chip	20h_chip
"SVEN_2491"	"hypothetical protein"	8	1	2	2	0	2	1	0	0	0	0	0	0	0	0	0	8	1	2	2	0	2	1	0	0	0	0	0	0	0	0	0
"SVEN_4245"	"acetyl-CoA synthetase"	8	1	1	1	1	2	1	1	1	0	0	0	0	1	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_5327"	"Adenosine deaminase"	8	2	0	0	3	0	0	3	1	0	0	0	0	0	0	1	7	2	0	0	3	0	0	2	0	0	0	0	0	0	0	0
"SVEN_0916"	"major facilitator family transporter%2C putative"	8	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	4	0	0	0	1	1	1	1	4	0	0	0	1	1	1	1
"SVEN_3331"	"putative secreted protein"	8	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	2	2	2	0
"SVEN_2214"	"Transcriptional regulator%2C TetR family"	8	1	0	0	2	0	2	3	1	0	0	0	0	0	0	1	4	1	0	0	1	0	1	1	3	0	0	0	1	0	1	1
"SVEN_7139"	"ABC transporter solute-binding protein"	8	0	2	2	0	0	2	2	0	0	0	0	0	0	0	0	4	0	1	1	0	0	1	1	4	0	1	1	0	0	1	1
"SVEN_2891"	"Integrase"	8	2	0	0	0	0	3	3	0	0	0	0	0	0	0	0	6	2	0	0	0	0	2	2	2	0	0	0	0	0	1	1
"SVEN_5123"	"hypothetical protein"	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_5307"	"Phosphatidate cytidylyltransferase"	7	0	0	0	1	3	1	2	3	0	0	0	0	2	0	1	4	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_0281"	"PhnB protein%3B putative DNA binding 3-demethylubiquinone-9 3-methyltransferase domain protein"	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3001"	"Transcriptional regulator%2C TetR family"	7	1	2	0	2	0	0	2	0	0	0	0	0	0	0	0	4	1	1	0	1	0	0	1	3	0	1	0	1	0	0	1
"SVEN_1406"	"Chromosome (plasmid) partitioning protein ParA or Sporulation initiation inhibitor protein Soj"	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_4257"	"Menaquinone via futalosine step 1"	7	1	0	2	2	0	0	2	0	0	0	0	0	0	0	0	4	1	0	1	1	0	0	1	3	0	0	1	1	0	0	1
"SVEN_7380"	"transport system permease protein"	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3234"	"Chalcone or stilbene synthase family protein"	7	0	1	0	1	2	1	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	5	0	1	0	1	1	1	1
"SVEN_0439"	"Glucoamylase"	7	1	0	1	1	1	1	2	1	0	0	0	0	0	0	1	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_5278"	"putative regulatory protein"	7	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	2	0	0	0	0	3	0	1	2	0	0	0	0
"SVEN_3627"	"Adenylate cyclase"	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_1930"	"putative membrane protein"	7	1	1	1	1	1	0	2	1	0	0	0	0	0	0	1	6	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
"SVEN_2776"	"Sporulation regulatory protein WhiB"	7	0	1	0	2	2	2	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	1	0	4	0	1	0	1	1	1	0
"SVEN_1558"	"ABC-type multidrug transport system%2C ATPase component"	7	1	0	2	2	0	0	2	0	0	0	0	0	0	0	0	4	1	0	1	1	0	0	1	3	0	0	1	1	0	0	1
"SVEN_4069"	"hypothetical protein"	7	1	0	0	2	2	1	1	0	0	0	0	0	0	0	0	7	1	0	0	2	2	1	1	0	0	0	0	0	0	0	0
"SVEN_2472"	"hypothetical protein"	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_0338"	"Glutaryl-CoA dehydrogenase"	7	2	0	0	3	0	0	2	0	0	0	0	0	0	0	0	7	2	0	0	3	0	0	2	0	0	0	0	0	0	0	0
"SVEN_0881"	"putative integral membrane protein"	7	1	2	0	0	2	1	1	0	0	0	0	0	0	0	0	7	1	2	0	0	2	1	1	0	0	0	0	0	0	0	0
"SVEN_1462"	"secreted subtilisin protease"	7	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	1	0	0	0	3	0	1	1	1	0	0	0
"SVEN_2630"	"Chitinase"	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_2251"	"Xylulose kinase"	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_5222"	"acetyl-coenzyme A carboxyl transferase alpha chain or Acetyl-coenzyme A carboxyl transferase beta chain %3B Propionyl-CoA carboxylase beta chain"	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_6318"	"hypothetical protein"	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_4647"	"hypothetical protein"	7	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0	7	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0
"SVEN_0644"	"putative secreted hydrolase"	7	2	0	0	2	0	0	3	1	0	0	0	0	0	0	1	6	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0
"SVEN_1372"	"hypothetical protein"	7	0	0	0	0	7	0	0	1	0	0	0	0	1	0	0	4	0	0	0	0	4	0	0	2	0	0	0	0	2	0	0
"SVEN_4544"	"L-lysine permease"	7	1	1	0	1	1	1	2	1	0	0	0	0	0	0	1	6	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_0440"	"histidinol-phosphate phosphatase family protein or glycosyl transferase%2C group 2 family protein"	7	0	1	1	1	1	1	2	1	0	0	0	0	0	0	1	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_2428"	"Membrane alanine aminopeptidase N"	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_1257"	"Maltodextrin glucosidase"	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_6338"	"aminotransferase%2C class I and II"	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_5117"	"polysaccharide deacetylase"	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3941"	"Transcriptional regulator%2C MarR family"	7	2	0	1	2	0	0	2	0	0	0	0	0	0	0	0	7	2	0	1	2	0	0	2	0	0	0	0	0	0	0	0
"SVEN_7325"	"hypothetical protein"	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_7084"	"High-affinity choline uptake protein BetT"	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3832"	"Histone protein Lsr2"	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_7132"	"hypothetical protein"	7	0	1	1	1	1	1	2	1	0	0	0	0	0	0	1	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_6439"	"putative transferase"	7	2	0	0	2	0	0	3	1	0	0	0	0	0	0	1	6	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0
"SVEN_5969"	"ScbA protein"	7	2	1	0	2	0	0	2	0	0	0	0	0	0	0	0	7	2	1	0	2	0	0	2	0	0	0	0	0	0	0	0
"SVEN_3776"	"putative transporter"	7	1	0	2	0	2	1	1	0	0	0	0	0	0	0	0	7	1	0	2	0	2	1	1	0	0	0	0	0	0	0	0
"SVEN_3204"	"Dihydroxy-acid dehydratase"	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_6148"	"putative glutamate uptake system ATP-binding protein"	7	0	1	1	1	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1
"SVEN_4651"	"putative small membrane protein"	7	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	1	0	0	0	3	0	1	1	1	0	0	0
"SVEN_4345"	"DNA-directed RNA polymerase beta subunit"	7	1	0	0	2	0	2	2	0	0	0	0	0	0	0	0	4	1	0	0	1	0	1	1	3	0	0	0	1	0	1	1
"SVEN_2225"	"putative oxidoreductase YncB"	7	1	0	0	0	2	2	2	0	0	0	0	0	0	0	0	4	1	0	0	0	1	1	1	3	0	0	0	0	1	1	1
"SVEN_3149"	"Transcriptional regulator%2C MerR family"	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_2766"	"Adenosylhomocysteinase"	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_2676"	"putative secreted protease"	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_6977"	"putative regulatory protein"	7	0	1	2	2	0	2	0	1	0	0	1	0	0	0	0	6	0	1	1	2	0	2	0	0	0	0	0	0	0	0	0
"SVEN_5967"	"Butyryl-CoA dehydrogenase"	7	1	1	2	1	0	1	1	1	0	0	1	0	0	0	0	6	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
"SVEN_3404"	"putative lipase or esterase"	7	1	0	0	1	3	0	2	3	0	0	0	0	2	0	1	4	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0
"SVEN_6217"	"hypothetical protein"	7	1	1	1	0	2	1	1	1	0	0	0	0	1	0	0	6	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0
"SVEN_0140"	"Catalase"	7	0	1	0	2	2	2	0	0	0	0	0	0	0	0	0	7	0	1	0	2	2	2	0	0	0	0	0	0	0	0	0
"SVEN_6838"	"Tyrosinase cofactor precursor"	7	2	1	0	2	0	0	2	0	0	0	0	0	0	0	0	7	2	1	0	2	0	0	2	0	0	0	0	0	0	0	0
"SVEN_1219"	"Iron utilization protein"	7	1	2	2	0	2	0	0	0	0	0	0	0	0	0	0	4	1	1	1	0	1	0	0	3	0	1	1	0	1	0	0
"SVEN_6351"	"hypothetical protein"	7	0	1	1	1	2	0	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	5	0	1	1	1	1	0	1
"SVEN_3883"	"Transcriptional regulator%2C MarR family"	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_0818"	"putative acyl-CoA dehydrogenase"	7	2	0	0	3	0	0	2	0	0	0	0	0	0	0	0	7	2	0	0	3	0	0	2	0	0	0	0	0	0	0	0
"SVEN_6040"	"Enolase"	7	2	1	0	0	0	2	2	0	0	0	0	0	0	0	0	7	2	1	0	0	0	2	2	0	0	0	0	0	0	0	0
"SVEN_4841"	"hypothetical protein"	7	0	1	0	0	2	2	2	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	1	4	0	1	0	0	1	1	1
"SVEN_0924"	"hypothetical protein"	7	1	1	1	1	2	1	0	1	0	0	0	0	1	0	0	6	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
"SVEN_7027"	"Multiple sugar transport system permease protein"	7	1	1	1	1	2	1	0	1	0	0	0	0	1	0	0	6	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
"SVEN_6680"	"cytochrome P450 monooxygenase"	7	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	1	0	0	0	3	0	1	1	1	0	0	0
"SVEN_4644"	"hypothetical protein"	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_4772"	"putative small membrane protein"	6	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	6	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0
"SVEN_4395"	"LSU ribosomal protein L18p"	6	1	0	0	1	1	1	2	1	0	0	0	0	0	0	1	5	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_0292"	"putative cytochrome P450 hydroxylase"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_5133"	"hypothetical protein"	6	1	1	2	1	0	1	0	1	0	0	1	0	0	0	0	5	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
"SVEN_2222"	"pectate lyase"	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_7354"	"Maltose or maltodextrin ABC transporter%2C permease protein MalF"	6	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	6	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_6800"	"hypothetical protein"	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3437"	"putative integral membrane protein"	6	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	6	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
"SVEN_2209"	"acyl carrier protein"	6	1	0	0	0	2	1	2	2	0	0	0	0	1	0	1	4	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0
"SVEN_2389"	"Rod shape-determining protein MreB"	6	0	0	0	1	2	1	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	4	0	0	0	1	1	1	1
"SVEN_6840"	"Excinuclease ABC subunit A"	6	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	1	3	0	1	0	0	1	0	1
"SVEN_1677"	"Glutamate synthase"	6	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	1	0	3	0	1	0	1	0	1	0
"SVEN_0355"	"Ribosomal-protein-L7p-serine acetyltransferase"	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_2626"	"hypothetical protein"	6	0	0	1	1	3	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	1	1	0
"SVEN_6419"	"putative metallopeptidase"	6	1	1	1	0	0	1	2	1	0	0	0	0	0	0	1	5	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
"SVEN_1273"	"Ribosomal large subunit pseudouridine synthase A"	6	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	1	3	0	0	0	1	1	0	1
"SVEN_5041"	"putative alkanal monooxygenase"	6	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	1	0	0	0	0	2	0	1	1	0	0	0	0
"SVEN_3348"	"Arsenical pump-driving ATPase"	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3030"	"Na(+) or H(+) antiporter"	6	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	6	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_4009"	"hypothetical protein"	6	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	6	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0
"SVEN_5075"	"Pyruvate kinase"	6	1	0	1	0	1	1	2	1	0	0	0	0	0	0	1	5	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3344"	"NTP pyrophosphohydrolases including oxidative damage repair enzymes"	6	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	6	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0
"SVEN_4360"	"hypothetical protein"	6	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	6	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_4860"	"Catalase"	6	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	1	0	0	3	0	1	0	1	1	0	0
"SVEN_3572"	"hypothetical protein"	6	1	0	0	2	0	0	3	1	0	0	0	0	0	0	1	3	1	0	0	1	0	0	1	2	0	0	0	1	0	0	1
"SVEN_3734"	"Seryl-tRNA synthetase"	6	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	6	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0
"SVEN_7394"	"ADP-ribose pyrophosphatase"	6	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	6	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0
"SVEN_3929"	"conserved hypothetical protein"	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3441"	"DNA-binding response regulator%2C LuxR family"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3440"	"hypothetical protein"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1
"SVEN_3788"	"hypothetical protein"	6	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	6	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3820"	"hypothetical protein"	6	0	1	1	1	3	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	1	1	1	1	0	0
"SVEN_4726"	"hypothetical protein"	6	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	6	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
"SVEN_7401"	"hypothetical protein"	6	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	6	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0
"SVEN_6322"	"putative acyl-peptide hydrolase"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_5869"	"UDP-N-acetylmuramate--alanine ligase"	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_4256"	"Cold shock protein CspD"	6	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	1	0	3	0	0	0	1	1	1	0
"SVEN_5393"	"Dihydrodipicolinate synthase"	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_5306"	"Ribosome recycling factor"	6	1	0	0	1	1	1	2	1	0	0	0	0	0	0	1	5	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_0305"	"Enoyl-[acyl-carrier-protein] reductase"	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_6110"	"Allantoinase"	6	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	6	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0
"SVEN_2631"	"2-hydroxyhepta-2%2C4-diene-1%2C7-dioate isomerase or 5-carboxymethyl-2-oxo-hex-3-ene-1%2C7-dioate decarboxylase"	6	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	6	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
"SVEN_2612"	"hypothetical protein"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_1139"	"putative membrane protein"	6	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	1	3	0	0	0	1	0	1	1
"SVEN_5073"	"putative membrane protein"	6	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	6	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_2469"	"hypothetical protein"	6	1	0	0	3	0	0	2	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	1	3	0	0	0	2	0	0	1
"SVEN_0507"	"putative transcriptional regulator"	6	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	6	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0
"SVEN_6054"	"hypothetical protein"	6	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	1	0	0	3	0	1	1	0	1	0	0
"SVEN_4781"	"ferredoxin"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1
"SVEN_4040"	"hypothetical protein"	6	0	1	2	0	2	0	1	2	0	0	1	0	1	0	0	4	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0
"SVEN_1058"	"hypothetical protein"	6	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	6	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
"SVEN_2293"	"putative membrane protein"	6	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	6	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0
"SVEN_0796"	"hypothetical protein"	6	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	6	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_1793"	"putative integral membrane protein"	6	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	6	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_0090"	"UDP-N-acetylmuramoylalanyl-D-glutamyl-2%2C6-diaminopimelate--D-alanyl-D-alanine ligase"	6	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	6	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
"SVEN_3841"	"Amidophosphoribosyltransferase"	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3144"	"putative secreted protein"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3143"	"Thiol:disulfide oxidoreductase"	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_7149"	"hypothetical protein"	6	1	1	2	1	0	0	1	1	0	0	1	0	0	0	0	5	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
"SVEN_1726"	"Na+ or H+ antiporter"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_4148"	"putative integral membrane protein"	6	0	0	1	0	3	0	2	1	0	0	0	0	1	0	0	5	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0
"SVEN_5743"	"helicase"	6	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	6	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_7417"	"hypothetical protein"	6	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	6	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
"SVEN_1700"	"Transcriptional regulator%2C ArsR family"	6	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	6	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0
"SVEN_4855"	"Lon protease with PDZ domain"	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_0903"	"Uracil-DNA glycosylase%2C family 1"	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	6	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_5810"	"UDP-N-acetylglucosamine 1-carboxyvinyltransferase"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_6216"	"amino acid adenylation domain"	6	1	0	1	0	2	1	1	1	0	0	0	0	1	0	0	5	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0
"SVEN_1710"	"putative membrane protein"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3644"	"hypothetical protein"	6	0	1	2	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	1	1	1	1	0
"SVEN_3950"	"putative NLP or P60-family secreted protein"	6	0	1	1	2	0	0	2	0	0	0	0	0	0	0	0	6	0	1	1	2	0	0	2	0	0	0	0	0	0	0	0
"SVEN_5813"	"N-acetylmuramoyl-L-alanine amidase"	6	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	6	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
"SVEN_1006"	"putative membrane protein"	6	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	1	0	3	0	0	1	0	1	1	0
"SVEN_3896"	"Probable low-affinity inorganic phosphate transporter"	6	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	6	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_7403"	"hypothetical protein"	6	1	0	0	2	2	0	1	0	0	0	0	0	0	0	0	6	1	0	0	2	2	0	1	0	0	0	0	0	0	0	0
"SVEN_1234"	"hypothetical protein"	6	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	6	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_5204"	"hypothetical protein"	6	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	6	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
"SVEN_7085"	"putative ABC transporter permease protein"	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3448"	"LysR-family transcriptional regulatory protein"	6	1	0	0	3	0	0	2	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	1	3	0	0	0	2	0	0	1
"SVEN_5744"	"hypothetical protein"	6	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	6	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_2887"	"hypothetical protein"	6	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	1	3	0	0	0	0	1	1	1
"SVEN_2605"	"Chitinase"	6	1	0	0	1	1	1	2	1	0	0	0	0	0	0	1	5	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0
